datetime,portfolio_value,cash,return
2010-06-01 09:30:00-04:00,100000.0,100000.0,
2010-06-02 09:30:00-04:00,99510.33273865818,1576.8804702961352,-0.004896672613418196
2010-06-03 09:30:00-04:00,98397.78009631275,1576.8804702961352,-0.011180272557899107
2010-06-04 09:30:00-04:00,101062.17061473965,1576.8804702961352,0.02707775028886794
2010-06-05 09:30:00-04:00,99039.40532233356,1576.8804702961352,-0.020015058850428757
2010-06-07 09:30:00-04:00,99039.40532233356,1576.8804702961352,0.0
2010-06-08 09:30:00-04:00,97643.25981809899,165.63988482161426,-0.014096868813889607
2010-06-09 09:30:00-04:00,95744.4676656942,165.63988482161426,-0.01944621836614291
2010-06-10 09:30:00-04:00,97358.03640636012,165.63988482161426,0.01685286659381635
2010-06-11 09:30:00-04:00,97270.84986834928,165.63988482161426,-0.0008955248198200261
2010-06-12 09:30:00-04:00,98219.45292096151,20.372128057619648,0.009752182220018835
2010-06-14 09:30:00-04:00,98219.45292096151,20.372128057619648,0.0
2010-06-15 09:30:00-04:00,102058.22016744627,20.372128057619648,0.0390835738982771
2010-06-16 09:30:00-04:00,101935.93834583773,20.372128057619648,-0.001198157496847596
2010-06-17 09:30:00-04:00,104399.99465279593,20.372128057619648,0.024172596504663524
2010-06-18 09:30:00-04:00,106403.95958674117,115.63354164524935,0.01919506740024124
2010-06-19 09:30:00-04:00,107379.52330207988,115.63354164524935,0.009168490713387545
2010-06-21 09:30:00-04:00,107379.52330207988,115.63354164524935,0.0
2010-06-22 09:30:00-04:00,108608.79329979583,115.63354164524935,0.011447899561425334
2010-06-23 09:30:00-04:00,105816.8011311905,115.63354164524935,-0.025706870353476075
2010-06-24 09:30:00-04:00,103721.21233911275,24.20562631844541,-0.019803932548288383
2010-06-25 09:30:00-04:00,102680.27506394147,24.20562631844541,-0.010035915042797328
2010-06-26 09:30:00-04:00,100449.33474714517,24.20562631844541,-0.021727058243728337
2010-06-28 09:30:00-04:00,100449.33474714517,24.20562631844541,0.0
2010-06-29 09:30:00-04:00,101612.61276311635,24.20562631844541,0.011580743853599751
2010-06-30 09:30:00-04:00,98480.60162002355,250.6531113436722,-0.030823054913412085
2010-07-01 09:30:00-04:00,95515.46312308818,250.6531113436722,-0.03010885847728695
2010-07-02 09:30:00-04:00,94642.10433835298,250.6531113436722,-0.009143637649641434
2010-07-03 09:30:00-04:00,93517.3071184209,250.6531113436722,-0.01188474440414855
2010-07-06 09:30:00-04:00,93517.3071184209,250.6531113436722,0.0
2010-07-07 09:30:00-04:00,94260.87630893379,-89.43420429439311,0.007951139884420755
2010-07-08 09:30:00-04:00,93575.2167033115,-89.43420429439311,-0.007274063561377164
2010-07-09 09:30:00-04:00,98798.3533541718,-89.43420429439311,0.055817521293279215
2010-07-10 09:30:00-04:00,98684.11717979699,-89.43420429439311,-0.0011562558534280454
2010-07-12 09:30:00-04:00,98684.11717979699,-89.43420429439311,0.0
2010-07-13 09:30:00-04:00,99484.49486364453,76.31330974428874,0.008110501534804193
2010-07-14 09:30:00-04:00,101902.76047752827,76.31330974428874,0.02430796494668086
2010-07-15 09:30:00-04:00,102105.63529269426,76.31330974428874,0.00199086672642923
2010-07-16 09:30:00-04:00,103401.39682059019,76.31330974428874,0.012690401701938692
2010-07-17 09:30:00-04:00,102725.64495341822,16.27824722572177,-0.0065352295805486404
2010-07-19 09:30:00-04:00,102725.64495341822,16.27824722572177,0.0
2010-07-20 09:30:00-04:00,99228.08081548258,16.27824722572177,-0.034047624033138324
2010-07-21 09:30:00-04:00,97294.88266139074,16.27824722572177,-0.019482369690155266
2010-07-22 09:30:00-04:00,103172.84767078205,16.27824722572177,0.0604139174497802
2010-07-23 09:30:00-04:00,102436.62171560749,43.36387956364956,-0.007135849904267633
2010-07-24 09:30:00-04:00,103322.68543350919,43.36387956364956,0.00864987250713578
2010-07-26 09:30:00-04:00,103322.68543350919,43.36387956364956,0.0
2010-07-27 09:30:00-04:00,104592.31499511226,43.36387956364956,0.01228800390036433
2010-07-28 09:30:00-04:00,106054.29602110609,43.36387956364956,0.013977901015596927
2010-07-29 09:30:00-04:00,104243.16907857462,1.9195800880988827,-0.017077355755310775
2010-07-30 09:30:00-04:00,104239.95064090296,1.9195800880988827,-3.0874326827468046e-05
